,rank,lForm,lemma,pos,wType,frequency,pmw,len_syll,len_mora,roma,syll,mora,K_acc_A,K_acc_B
1251,2542,スウ,吸う,動詞,和,3577,34.1928798,1,2,suu,['スウ'],"['ス', 'ウ']",1,0
1257,294,スギル,過ぎる,動詞,和,29289,279.9763084,3,3,sugiru,"['ス', 'ギ', 'ル']","['ス', 'ギ', 'ル']",0,1
1260,1913,スグレル,優れる,動詞,和,4942,47.2410433,4,4,sugureru,"['ス', 'グ', 'レ', 'ル']","['ス', 'グ', 'レ', 'ル']",1,0
1263,1329,スゴス,過ごす,動詞,和,7211,68.9306279,3,3,sugosu,"['ス', 'ゴ', 'ス']","['ス', 'ゴ', 'ス']",1,0
1265,619,ススム,進む,動詞,和,14972,143.1187575,3,3,susumu,"['ス', 'ス', 'ム']","['ス', 'ス', 'ム']",1,0
1266,718,ススメル,進める,動詞,和,13077,125.0042741,4,4,susumeru,"['ス', 'ス', 'メ', 'ル']","['ス', 'ス', 'メ', 'ル']",1,0
1267,817,ススメル,勧める,動詞,和,11684,111.688456,4,4,susumeru,"['ス', 'ス', 'メ', 'ル']","['ス', 'ス', 'メ', 'ル']",1,0
1276,1444,ステル,捨てる,動詞,和,6565,62.755453,3,3,suteru,"['ス', 'テ', 'ル']","['ス', 'テ', 'ル']",1,0
1282,738,スム,済む,動詞,和,12810,122.451996,2,2,sumu,"['ス', 'ム']","['ス', 'ム']",0,1
1283,786,スム,住む,動詞,和,12038,115.0723753,2,2,sumu,"['ス', 'ム']","['ス', 'ム']",0,1
1285,8,スル,為る,動詞,和,2563860,24508.17911,2,2,suru,"['ス', 'ル']","['ス', 'ル']",1,0
1286,979,スワル,座る,動詞,和,9661,92.3504085,3,3,suwaru,"['ス', 'ワ', 'ル']","['ス', 'ワ', 'ル']",1,0
1347,2262,セマル,迫る,動詞,和,4095,39.1444905,3,3,semaru,"['セ', 'マ', 'ル']","['セ', 'マ', 'ル']",0,1
1383,2467,ソウ,沿う,動詞,和,3695,35.3208529,1,2,sou,['ソウ'],"['ソ', 'ウ']",1,0
1411,2292,ソダツ,育つ,動詞,和,4043,38.6474176,3,3,sodatsu,"['ソ', 'ダ', 'ツ']","['ソ', 'ダ', 'ツ']",0,1
1412,1718,ソダテル,育てる,動詞,和,5510,52.6706087,4,4,sodateru,"['ソ', 'ダ', 'テ', 'ル']","['ソ', 'ダ', 'テ', 'ル']",0,1
1416,2465,ソナエル,備える,動詞,和,3699,35.3590892,3,4,sonaeru,"['ソ', 'ナエ', 'ル']","['ソ', 'ナ', 'エ', 'ル']",0,1
1424,2766,ソロウ,揃う,動詞,和,3235,30.9236696,2,3,sorou,"['ソ', 'ロウ']","['ソ', 'ロ', 'ウ']",0,1
1471,2474,タエル,耐える,動詞,和,3688,35.2539392,2,3,taeru,"['タエ', 'ル']","['タ', 'エ', 'ル']",0,1
1472,2704,タオレル,倒れる,動詞,和,3315,31.6883971,3,4,taoreru,"['タオ', 'レ', 'ル']","['タ', 'オ', 'レ', 'ル']",0,1
1475,2364,タカマル,高まる,動詞,和,3899,37.2709081,4,4,takamaru,"['タ', 'カ', 'マ', 'ル']","['タ', 'カ', 'マ', 'ル']",0,1
1476,2085,タカメル,高める,動詞,和,4512,43.1306328,4,4,takameru,"['タ', 'カ', 'メ', 'ル']","['タ', 'カ', 'メ', 'ル']",0,1
1481,2642,タシカメル,確かめる,動詞,和,3429,32.7781338,5,5,tashikameru,"['タ', 'シ', 'カ', 'メ', 'ル']","['タ', 'シ', 'カ', 'メ', 'ル']",0,1
1483,171,ダス,出す,動詞,和,49359,471.8273278,2,2,dasu,"['ダ', 'ス']","['ダ', 'ス']",0,1
1485,2075,タスケル,助ける,動詞,和,4539,43.3887283,4,4,tasukeru,"['タ', 'ス', 'ケ', 'ル']","['タ', 'ス', 'ケ', 'ル']",0,1
1486,1074,タズネル,尋ねる,動詞,和,8906,85.1332924,4,4,tazuneru,"['タ', 'ズ', 'ネ', 'ル']","['タ', 'ズ', 'ネ', 'ル']",0,1
1487,2785,タズネル,訪ねる,動詞,和,3198,30.5699831,4,4,tazuneru,"['タ', 'ズ', 'ネ', 'ル']","['タ', 'ズ', 'ネ', 'ル']",0,1
1491,1772,タタカウ,戦う,動詞,和,5339,51.0360036,3,4,tatakau,"['タ', 'タ', 'カウ']","['タ', 'タ', 'カ', 'ウ']",1,0
1492,1871,タタク,叩く,動詞,和,5063,48.3976936,3,3,tataku,"['タ', 'タ', 'ク']","['タ', 'タ', 'ク']",0,1
1494,1991,タチアガル,立ち上がる,動詞,和,4750,45.4056972,5,5,tachiagaru,"['タ', 'チ', 'ア', 'ガ', 'ル']","['タ', 'チ', 'ア', 'ガ', 'ル']",0,1
1496,384,タツ,立つ,動詞,和,22598,216.0164094,2,2,tatsu,"['タ', 'ツ']","['タ', 'ツ']",0,1
1497,972,タツ,経つ,動詞,和,9705,92.7710087,2,2,tatsu,"['タ', 'ツ']","['タ', 'ツ']",0,1
1503,699,タテル,立てる,動詞,和,13447,128.5411389,3,3,tateru,"['タ', 'テ', 'ル']","['タ', 'テ', 'ル']",0,1
1510,792,タノシム,楽しむ,動詞,和,11935,114.0877886,4,4,tanoshimu,"['タ', 'ノ', 'シ', 'ム']","['タ', 'ノ', 'シ', 'ム']",0,1
1511,1318,タノム,頼む,動詞,和,7275,69.5424099,3,3,tanomu,"['タ', 'ノ', 'ム']","['タ', 'ノ', 'ム']",0,1
1516,266,タベル,食べる,動詞,和,32739,312.9551832,3,3,taberu,"['タ', 'ベ', 'ル']","['タ', 'ベ', 'ル']",1,0
1521,2025,ダマル,黙る,動詞,和,4642,44.373315,3,3,damaru,"['ダ', 'マ', 'ル']","['ダ', 'マ', 'ル']",0,1
1524,2214,タモツ,保つ,動詞,和,4200,40.1481954,3,3,tamotsu,"['タ', 'モ', 'ツ']","['タ', 'モ', 'ツ']",0,1
1528,2253,タリル,足りる,動詞,和,4122,39.4025861,3,3,tariru,"['タ', 'リ', 'ル']","['タ', 'リ', 'ル']",1,0
1554,276,チガウ,違う,動詞,和,31012,296.4466276,2,3,chigau,"['チ', 'ガウ']","['チ', 'ガ', 'ウ']",1,0
1556,1345,チカヅク,近付く,動詞,和,7081,67.6879456,4,4,chikazuku,"['チ', 'カ', 'ヅ', 'ク']","['チ', 'カ', 'ヅ', 'ク']",0,1
1608,130,ツカウ,使う,動詞,和,68889,658.5164364,2,3,tsukau,"['ツ', 'カウ']","['ツ', 'カ', 'ウ']",1,0
1609,1656,ツカム,掴む,動詞,和,5727,54.7449322,3,3,tsukamu,"['ツ', 'カ', 'ム']","['ツ', 'カ', 'ム']",0,1
1610,1782,ツカレル,疲れる,動詞,和,5316,50.8161445,4,4,tsukareru,"['ツ', 'カ', 'レ', 'ル']","['ツ', 'カ', 'レ', 'ル']",1,0
1613,1686,ツキアウ,付き合う,動詞,和,5605,53.5787227,3,4,tsukiau,"['ツ', 'キ', 'アウ']","['ツ', 'キ', 'ア', 'ウ']",1,0
1616,187,ツク,付く,動詞,和,44047,421.0494197,2,2,tsuku,"['ツ', 'ク']","['ツ', 'ク']",0,1
1617,1932,ツク,着く,動詞,和,4876,46.610143,2,2,tsuku,"['ツ', 'ク']","['ツ', 'ク']",0,1
1619,2257,ツクス,尽くす,動詞,和,4105,39.2400815,3,3,tsukusu,"['ツ', 'ク', 'ス']","['ツ', 'ク', 'ス']",1,0
1621,155,ツクル,作る,動詞,和,57888,553.3568418,3,3,tsukuru,"['ツ', 'ク', 'ル']","['ツ', 'ク', 'ル']",0,1
1622,185,ツケル,付ける,動詞,和,44215,422.6553475,3,3,tsukeru,"['ツ', 'ケ', 'ル']","['ツ', 'ケ', 'ル']",0,1
1623,2423,ツゲル,告げる,動詞,和,3791,36.2385259,3,3,tsugeru,"['ツ', 'ゲ', 'ル']","['ツ', 'ゲ', 'ル']",1,0
1625,802,ツタエル,伝える,動詞,和,11849,113.2657065,3,4,tsutaeru,"['ツ', 'タエ', 'ル']","['ツ', 'タ', 'エ', 'ル']",1,0
1626,2187,ツタワル,伝わる,動詞,和,4275,40.8651275,4,4,tsutawaru,"['ツ', 'タ', 'ワ', 'ル']","['ツ', 'タ', 'ワ', 'ル']",1,0
1631,2128,ツツム,包む,動詞,和,4397,42.0313369,3,3,tsutsumu,"['ツ', 'ツ', 'ム']","['ツ', 'ツ', 'ム']",0,1
1633,1792,ツトメル,勤める,動詞,和,5282,50.4911353,4,4,tsutomeru,"['ツ', 'ト', 'メ', 'ル']","['ツ', 'ト', 'メ', 'ル']",0,1
1634,1980,ツトメル,努める,動詞,和,4775,45.6446745,4,4,tsutomeru,"['ツ', 'ト', 'メ', 'ル']","['ツ', 'ト', 'メ', 'ル']",0,1
1635,1299,ツナガル,繋がる,動詞,和,7399,70.7277376,4,4,tsunagaru,"['ツ', 'ナ', 'ガ', 'ル']","['ツ', 'ナ', 'ガ', 'ル']",1,0
1636,2515,ツナグ,繋ぐ,動詞,和,3619,34.5943617,3,3,tsunagu,"['ツ', 'ナ', 'グ']","['ツ', 'ナ', 'グ']",1,0
1638,2385,ツブヤク,呟く,動詞,和,3858,36.8789852,4,4,tsubuyaku,"['ツ', 'ブ', 'ヤ', 'ク']","['ツ', 'ブ', 'ヤ', 'ク']",1,0
1641,2233,ツマル,詰まる,動詞,和,4160,39.7658316,3,3,tsumaru,"['ツ', 'マ', 'ル']","['ツ', 'マ', 'ル']",0,1
1647,927,ツレル,連れる,動詞,和,10276,98.2292514,3,3,tsureru,"['ツ', 'レ', 'ル']","['ツ', 'レ', 'ル']",1,0
1651,1776,デアウ,出会う,動詞,和,5328,50.9308536,2,3,deau,"['デ', 'アウ']","['デ', 'ア', 'ウ']",0,1
1668,1313,デカケル,出掛ける,動詞,和,7314,69.9152146,4,4,dekakeru,"['デ', 'カ', 'ケ', 'ル']","['デ', 'カ', 'ケ', 'ル']",0,1
1676,50,デキル,出来る,動詞,和,209481,2002.4486,3,3,dekiru,"['デ', 'キ', 'ル']","['デ', 'キ', 'ル']",0,1
1687,110,デル,出る,動詞,和,80695,771.3711019,2,2,deru,"['デ', 'ル']","['デ', 'ル']",0,1
1712,1744,トウ,問う,動詞,和,5429,51.8963221,1,2,tou,['トウ'],"['ト', 'ウ']",0,1
1744,1063,トオス,通す,動詞,和,8978,85.8215472,2,3,toosu,"['トオ', 'ス']","['ト', 'オ', 'ス']",0,1
1746,1544,トオル,通る,動詞,和,6122,58.5207743,2,3,tooru,"['トオ', 'ル']","['ト', 'オ', 'ル']",0,1
1767,2433,トジル,閉じる,動詞,和,3769,36.0282258,3,3,tojiru,"['ト', 'ジ', 'ル']","['ト', 'ジ', 'ル']",0,1
1774,1360,トドク,届く,動詞,和,7016,67.0666045,3,3,todoku,"['ト', 'ド', 'ク']","['ト', 'ド', 'ク']",0,1
1775,2803,トトノエル,整える,動詞,和,3169,30.2927693,5,5,totonoeru,"['ト', 'ト', 'ノ', 'エ', 'ル']","['ト', 'ト', 'ノ', 'エ', 'ル']",1,0
1776,2810,トドマル,留まる,動詞,和,3165,30.254533,4,4,todomaru,"['ト', 'ド', 'マ', 'ル']","['ト', 'ド', 'マ', 'ル']",1,0
1780,1364,トブ,飛ぶ,動詞,和,7005,66.9614545,2,2,tobu,"['ト', 'ブ']","['ト', 'ブ']",1,0
1781,1407,トマル,止まる,動詞,和,6722,64.2562308,3,3,tomaru,"['ト', 'マ', 'ル']","['ト', 'マ', 'ル']",1,0
1782,984,トメル,止める,動詞,和,9626,92.0158402,3,3,tomeru,"['ト', 'メ', 'ル']","['ト', 'メ', 'ル']",1,0
1787,866,トモナウ,伴う,動詞,和,10969,104.8537037,3,4,tomonau,"['ト', 'モ', 'ナウ']","['ト', 'モ', 'ナ', 'ウ']",1,0
1789,1295,トラエル,捕らえる,動詞,和,7428,71.0049513,3,4,toraeru,"['ト', 'ラエ', 'ル']","['ト', 'ラ', 'エ', 'ル']",1,0
1793,1957,トリアゲル,取り上げる,動詞,和,4822,46.093952,5,5,toriageru,"['ト', 'リ', 'ア', 'ゲ', 'ル']","['ト', 'リ', 'ア', 'ゲ', 'ル']",0,1
1796,1623,トリクム,取り組む,動詞,和,5835,55.7773143,4,4,torikumu,"['ト', 'リ', 'ク', 'ム']","['ト', 'リ', 'ク', 'ム']",0,1
1798,2163,トリダス,取り出す,動詞,和,4335,41.4386731,4,4,toridasu,"['ト', 'リ', 'ダ', 'ス']","['ト', 'リ', 'ダ', 'ス']",0,1
1801,113,トル,取る,動詞,和,79554,760.4641755,2,2,toru,"['ト', 'ル']","['ト', 'ル']",0,1
1804,1171,トレル,取れる,動詞,和,8247,78.8338494,3,3,toreru,"['ト', 'レ', 'ル']","['ト', 'レ', 'ル']",0,1
1816,1667,ナオス,直す,動詞,和,5668,54.1809456,2,3,naosu,"['ナオ', 'ス']","['ナ', 'オ', 'ス']",0,1
1817,2584,ナオル,直る,動詞,和,3507,33.5237432,2,3,naoru,"['ナオ', 'ル']","['ナ', 'オ', 'ル']",0,1
1820,1908,ナガス,流す,動詞,和,4979,47.5947297,3,3,nagasu,"['ナ', 'ガ', 'ス']","['ナ', 'ガ', 'ス']",0,1
1824,1620,ナガメル,眺める,動詞,和,5858,55.9971735,4,4,nagameru,"['ナ', 'ガ', 'メ', 'ル']","['ナ', 'ガ', 'メ', 'ル']",0,1
1827,1194,ナガレル,流れる,動詞,和,8097,77.3999853,4,4,nagareru,"['ナ', 'ガ', 'レ', 'ル']","['ナ', 'ガ', 'レ', 'ル']",0,1
1828,1346,ナク,泣く,動詞,和,7071,67.5923547,2,2,naku,"['ナ', 'ク']","['ナ', 'ク']",1,0
1832,696,ナサル,為さる,動詞,和,13467,128.7323208,3,3,nasaru,"['ナ', 'サ', 'ル']","['ナ', 'サ', 'ル']",0,1
1834,871,ナス,成す,動詞,和,10947,104.6434036,2,2,nasu,"['ナ', 'ス']","['ナ', 'ス']",0,1
1848,1982,ナヤム,悩む,動詞,和,4772,45.6159973,3,3,nayamu,"['ナ', 'ヤ', 'ム']","['ナ', 'ヤ', 'ム']",0,1
1850,1289,ナラブ,並ぶ,動詞,和,7485,71.5498197,3,3,narabu,"['ナ', 'ラ', 'ブ']","['ナ', 'ラ', 'ブ']",1,0
1851,2426,ナラベル,並べる,動詞,和,3782,36.152494,4,4,naraberu,"['ナ', 'ラ', 'ベ', 'ル']","['ナ', 'ラ', 'ベ', 'ル']",1,0
1853,22,ナル,成る,動詞,和,564043,5391.740138,2,2,naru,"['ナ', 'ル']","['ナ', 'ル']",0,1
1855,1893,ナレル,慣れる,動詞,和,5011,47.9006208,3,3,nareru,"['ナ', 'レ', 'ル']","['ナ', 'レ', 'ル']",0,1
1863,2184,ニギル,握る,動詞,和,4278,40.8938047,3,3,nigiru,"['ニ', 'ギ', 'ル']","['ニ', 'ギ', 'ル']",1,0
1865,1600,ニゲル,逃げる,動詞,和,5930,56.6854283,3,3,nigeru,"['ニ', 'ゲ', 'ル']","['ニ', 'ゲ', 'ル']",0,1
1882,1027,ニル,似る,動詞,和,9288,88.7848664,2,2,niru,"['ニ', 'ル']","['ニ', 'ル']",1,0
1890,1633,ヌク,抜く,動詞,和,5793,55.3758324,2,2,nuku,"['ヌ', 'ク']","['ヌ', 'ク']",0,1
1891,1959,ヌケル,抜ける,動詞,和,4817,46.0461565,3,3,nukeru,"['ヌ', 'ケ', 'ル']","['ヌ', 'ケ', 'ル']",1,0
1892,2666,ヌル,塗る,動詞,和,3375,32.2619427,2,2,nuru,"['ヌ', 'ル']","['ヌ', 'ル']",1,0
1895,432,ネガウ,願う,動詞,和,20349,194.5180067,2,3,negau,"['ネ', 'ガウ']","['ネ', 'ガ', 'ウ']",0,1
1901,1618,ネムル,眠る,動詞,和,5859,56.0067326,3,3,nemuru,"['ネ', 'ム', 'ル']","['ネ', 'ム', 'ル']",1,0
1902,2179,ネラウ,狙う,動詞,和,4288,40.9893957,2,3,nerau,"['ネ', 'ラウ']","['ネ', 'ラ', 'ウ']",1,0
1903,896,ネル,寝る,動詞,和,10679,102.0815664,2,2,neru,"['ネ', 'ル']","['ネ', 'ル']",1,0
1917,895,ノコス,残す,動詞,和,10704,102.3205437,3,3,nokosu,"['ノ', 'コ', 'ス']","['ノ', 'コ', 'ス']",1,0
1919,582,ノコル,残る,動詞,和,15751,150.5652918,3,3,nokoru,"['ノ', 'コ', 'ル']","['ノ', 'コ', 'ル']",0,1
1920,1126,ノセル,乗せる,動詞,和,8526,81.5008367,3,3,noseru,"['ノ', 'セ', 'ル']","['ノ', 'セ', 'ル']",1,0
1921,1023,ノゾク,除く,動詞,和,9302,88.9186937,3,3,nozoku,"['ノ', 'ゾ', 'ク']","['ノ', 'ゾ', 'ク']",1,0
1922,2259,ノゾク,覗く,動詞,和,4097,39.1636087,3,3,nozoku,"['ノ', 'ゾ', 'ク']","['ノ', 'ゾ', 'ク']",1,0
1923,1787,ノゾム,望む,動詞,和,5300,50.663199,3,3,nozomu,"['ノ', 'ゾ', 'ム']","['ノ', 'ゾ', 'ム']",1,0
1925,1531,ノバス,伸ばす,動詞,和,6164,58.9222563,3,3,nobasu,"['ノ', 'バ', 'ス']","['ノ', 'バ', 'ス']",0,1
1926,1711,ノビル,伸びる,動詞,和,5527,52.8331133,3,3,nobiru,"['ノ', 'ビ', 'ル']","['ノ', 'ビ', 'ル']",0,1
1927,666,ノベル,述べる,動詞,和,13930,133.1581814,3,3,noberu,"['ノ', 'ベ', 'ル']","['ノ', 'ベ', 'ル']",0,1
1928,1065,ノボル,上る,動詞,和,8968,85.7259563,3,3,noboru,"['ノ', 'ボ', 'ル']","['ノ', 'ボ', 'ル']",1,0
1930,424,ノム,飲む,動詞,和,20563,196.5636529,2,2,nomu,"['ノ', 'ム']","['ノ', 'ム']",0,1
1931,457,ノル,乗る,動詞,和,19646,187.7979635,2,2,noru,"['ノ', 'ル']","['ノ', 'ル']",1,0
1948,152,ハイル,入る,動詞,和,58543,559.6180484,2,3,hairu,"['ハイ', 'ル']","['ハ', 'イ', 'ル']",0,1
1953,526,ハカル,図る,動詞,和,17428,166.5958927,3,3,hakaru,"['ハ', 'カ', 'ル']","['ハ', 'カ', 'ル']",0,1
1958,1467,ハコブ,運ぶ,動詞,和,6473,61.8760164,3,3,hakobu,"['ハ', 'コ', 'ブ']","['ハ', 'コ', 'ブ']",1,0
1959,2645,ハサム,挟む,動詞,和,3424,32.7303383,3,3,hasamu,"['ハ', 'サ', 'ム']","['ハ', 'サ', 'ム']",0,1
1961,631,ハジマル,始まる,動詞,和,14746,140.9584022,4,4,hajimaru,"['ハ', 'ジ', 'マ', 'ル']","['ハ', 'ジ', 'マ', 'ル']",1,0
1965,279,ハジメル,始める,動詞,和,30770,294.1333268,4,4,hajimeru,"['ハ', 'ジ', 'メ', 'ル']","['ハ', 'ジ', 'メ', 'ル']",1,0
1968,643,ハシル,走る,動詞,和,14495,138.5590696,3,3,hashiru,"['ハ', 'シ', 'ル']","['ハ', 'シ', 'ル']",0,1
1972,1942,ハズス,外す,動詞,和,4855,46.4094021,3,3,hazusu,"['ハ', 'ズ', 'ス']","['ハ', 'ズ', 'ス']",1,0
1976,1350,ハタス,果たす,動詞,和,7055,67.4394092,3,3,hatasu,"['ハ', 'タ', 'ス']","['ハ', 'タ', 'ス']",1,0
1978,656,ハタラク,働く,動詞,和,14164,135.3950094,4,4,hataraku,"['ハ', 'タ', 'ラ', 'ク']","['ハ', 'タ', 'ラ', 'ク']",1,0
2001,389,ハナス,話す,動詞,和,22436,214.4678362,3,3,hanasu,"['ハ', 'ナ', 'ス']","['ハ', 'ナ', 'ス']",0,1
2002,958,ハナレル,離れる,動詞,和,9894,94.5776775,4,4,hanareru,"['ハ', 'ナ', 'レ', 'ル']","['ハ', 'ナ', 'レ', 'ル']",0,1
2010,1249,ハラウ,払う,動詞,和,7732,73.9109159,2,3,harau,"['ハ', 'ラウ']","['ハ', 'ラ', 'ウ']",0,1
2014,1419,ハル,張る,動詞,和,6644,63.5106215,2,2,haru,"['ハ', 'ル']","['ハ', 'ル']",1,0
2044,2223,ヒキツヅク,引き続く,動詞,和,4181,39.9665726,5,5,hikitsuzuku,"['ヒ', 'キ', 'ツ', 'ヅ', 'ク']","['ヒ', 'キ', 'ツ', 'ヅ', 'ク']",1,0
2045,755,ヒク,引く,動詞,和,12480,119.2974949,2,2,hiku,"['ヒ', 'ク']","['ヒ', 'ク']",1,0
2055,2735,ヒッパル,引っ張る,動詞,和,3279,31.3442697,3,4,hipparu,"['ヒッ', 'パ', 'ル']","['ヒ', 'ッ', 'パ', 'ル']",1,0
2067,2664,ヒビク,響く,動詞,和,3378,32.29062,3,3,hibiku,"['ヒ', 'ビ', 'ク']","['ヒ', 'ビ', 'ク']",0,1
2082,474,ヒラク,開く,動詞,和,19240,183.9169713,3,3,hiraku,"['ヒ', 'ラ', 'ク']","['ヒ', 'ラ', 'ク']",0,1
2087,1354,ヒロガル,広がる,動詞,和,7037,67.2673455,4,4,hirogaru,"['ヒ', 'ロ', 'ガ', 'ル']","['ヒ', 'ロ', 'ガ', 'ル']",1,0
2088,2181,ヒロゲル,広げる,動詞,和,4283,40.9416002,4,4,hirogeru,"['ヒ', 'ロ', 'ゲ', 'ル']","['ヒ', 'ロ', 'ゲ', 'ル']",1,0
2101,823,フエル,増える,動詞,和,11587,110.7612238,3,3,fueru,"['フ', 'エ', 'ル']","['フ', 'エ', 'ル']",0,1
2110,480,フクム,含む,動詞,和,19023,181.8426479,3,3,fukumu,"['フ', 'ク', 'ム']","['フ', 'ク', 'ム']",0,1
2111,1068,フクメル,含める,動詞,和,8948,85.5347744,4,4,fukumeru,"['フ', 'ク', 'メ', 'ル']","['フ', 'ク', 'メ', 'ル']",0,1
2117,2408,フセグ,防ぐ,動詞,和,3811,36.4297078,3,3,fusegu,"['フ', 'セ', 'グ']","['フ', 'セ', 'グ']",1,0
2131,2365,フマエル,踏まえる,動詞,和,3897,37.2517899,3,4,fumaeru,"['フ', 'マエ', 'ル']","['フ', 'マ', 'エ', 'ル']",1,0
2135,2663,フヤス,増やす,動詞,和,3379,32.3001791,3,3,fuyasu,"['フ', 'ヤ', 'ス']","['フ', 'ヤ', 'ス']",0,1
2142,2113,フリカエル,振り返る,動詞,和,4435,42.3945825,4,5,furikaeru,"['フ', 'リ', 'カエ', 'ル']","['フ', 'リ', 'カ', 'エ', 'ル']",1,0
2143,1205,フル,振る,動詞,和,8003,76.5014304,2,2,furu,"['フ', 'ル']","['フ', 'ル']",1,0
2144,1951,フル,降る,動詞,和,4838,46.2468975,2,2,furu,"['フ', 'ル']","['フ', 'ル']",0,1
2149,1189,フレル,触れる,動詞,和,8113,77.5529308,3,3,fureru,"['フ', 'レ', 'ル']","['フ', 'レ', 'ル']",1,0
2181,1816,ヘル,減る,動詞,和,5225,49.9462669,2,2,heru,"['ヘ', 'ル']","['ヘ', 'ル']",1,0
2182,2095,ヘル,経る,動詞,和,4496,42.9776873,2,2,heru,"['ヘ', 'ル']","['ヘ', 'ル']",1,0
2257,1207,マイル,参る,動詞,和,7996,76.4345168,2,3,mairu,"['マイ', 'ル']","['マ', 'イ', 'ル']",0,1
2259,2505,マカセル,任せる,動詞,和,3645,34.8428982,4,4,makaseru,"['マ', 'カ', 'セ', 'ル']","['マ', 'カ', 'セ', 'ル']",1,0
2260,1847,マケル,負ける,動詞,和,5125,48.9903575,3,3,makeru,"['マ', 'ケ', 'ル']","['マ', 'ケ', 'ル']",1,0
2264,2731,マス,増す,動詞,和,3283,31.3825061,2,2,masu,"['マ', 'ス']","['マ', 'ス']",1,0
2267,2597,マゼル,交ぜる,動詞,和,3491,33.3707977,3,3,mazeru,"['マ', 'ゼ', 'ル']","['マ', 'ゼ', 'ル']",0,1
2274,2419,マチガウ,間違う,動詞,和,3794,36.2672032,3,4,machigau,"['マ', 'チ', 'ガウ']","['マ', 'チ', 'ガ', 'ウ']",0,1
2275,441,マツ,待つ,動詞,和,20112,192.2525014,2,2,matsu,"['マ', 'ツ']","['マ', 'ツ']",0,1
2281,1535,マトメル,纏める,動詞,和,6150,58.788429,4,4,matomeru,"['マ', 'ト', 'メ', 'ル']","['マ', 'ト', 'メ', 'ル']",1,0
2282,1260,マナブ,学ぶ,動詞,和,7685,73.4616385,3,3,manabu,"['マ', 'ナ', 'ブ']","['マ', 'ナ', 'ブ']",1,0
2283,2747,マネク,招く,動詞,和,3260,31.1626469,3,3,maneku,"['マ', 'ネ', 'ク']","['マ', 'ネ', 'ク']",1,0
2286,771,マモル,守る,動詞,和,12235,116.9555168,3,3,mamoru,"['マ', 'モ', 'ル']","['マ', 'モ', 'ル']",1,0
2287,2599,マヨウ,迷う,動詞,和,3487,33.3325613,2,3,mayou,"['マ', 'ヨウ']","['マ', 'ヨ', 'ウ']",1,0
2290,2048,マワス,回す,動詞,和,4595,43.9240376,3,3,mawasu,"['マ', 'ワ', 'ス']","['マ', 'ワ', 'ス']",1,0
2292,1104,マワル,回る,動詞,和,8605,82.2560051,3,3,mawaru,"['マ', 'ワ', 'ル']","['マ', 'ワ', 'ル']",1,0
2300,241,ミエル,見える,動詞,和,35615,340.4471379,3,3,mieru,"['ミ', 'エ', 'ル']","['ミ', 'エ', 'ル']",0,1
2301,2701,ミカケル,見掛ける,動詞,和,3317,31.7075153,4,4,mikakeru,"['ミ', 'カ', 'ケ', 'ル']","['ミ', 'カ', 'ケ', 'ル']",0,1
2309,562,ミセル,見せる,動詞,和,16255,155.3830753,3,3,miseru,"['ミ', 'セ', 'ル']","['ミ', 'セ', 'ル']",0,1
2311,2392,ミタス,満たす,動詞,和,3842,36.7260397,3,3,mitasu,"['ミ', 'タ', 'ス']","['ミ', 'タ', 'ス']",0,1
2313,1826,ミツカル,見付かる,動詞,和,5206,49.7646441,4,4,mitsukaru,"['ミ', 'ツ', 'カ', 'ル']","['ミ', 'ツ', 'カ', 'ル']",0,1
2314,1028,ミツケル,見付ける,動詞,和,9264,88.5554481,4,4,mitsukeru,"['ミ', 'ツ', 'ケ', 'ル']","['ミ', 'ツ', 'ケ', 'ル']",0,1
2315,1387,ミツメル,見詰める,動詞,和,6834,65.3268494,4,4,mitsumeru,"['ミ', 'ツ', 'メ', 'ル']","['ミ', 'ツ', 'メ', 'ル']",0,1
2316,459,ミトメル,認める,動詞,和,19610,187.4538361,4,4,mitomeru,"['ミ', 'ト', 'メ', 'ル']","['ミ', 'ト', 'メ', 'ル']",0,1
2319,2231,ミナス,見なす,動詞,和,4161,39.7753907,3,3,minasu,"['ミ', 'ナ', 'ス']","['ミ', 'ナ', 'ス']",0,1
2327,47,ミル,見る,動詞,和,223222,2133.800113,2,2,miru,"['ミ', 'ル']","['ミ', 'ル']",0,1
2333,531,ムカウ,向かう,動詞,和,17329,165.6495424,2,3,mukau,"['ム', 'カウ']","['ム', 'カ', 'ウ']",1,0
2334,1124,ムカエル,迎える,動詞,和,8541,81.6442231,3,4,mukaeru,"['ム', 'カエ', 'ル']","['ム', 'カ', 'エ', 'ル']",1,0
2336,2219,ムク,向く,動詞,和,4193,40.0812817,2,2,muku,"['ム', 'ク']","['ム', 'ク']",1,0
2337,705,ムケル,向ける,動詞,和,13319,127.3175749,3,3,mukeru,"['ム', 'ケ', 'ル']","['ム', 'ケ', 'ル']",1,0
2344,1558,ムスブ,結ぶ,動詞,和,6081,58.1288515,3,3,musubu,"['ム', 'ス', 'ブ']","['ム', 'ス', 'ブ']",1,0
2362,1727,メグル,巡る,動詞,和,5481,52.393395,3,3,meguru,"['メ', 'グ', 'ル']","['メ', 'グ', 'ル']",1,0
2363,1075,メザス,目指す,動詞,和,8895,85.0281424,3,3,mezasu,"['メ', 'ザ', 'ス']","['メ', 'ザ', 'ス']",0,1
